,title,character,dialogue
411,Avengers-The-(2012),NICK FURY,"Sir, please put down the spear! Loki looks at his spear then suddenly points it at where Fury and Barton are standing and SHOOTS OUT A BLUE EXPLODING LIGHT TOWARDS THEM. BARTON TACKLES Fury and they both barely miss Loki's fired shot. ALL HELL BREAKS. Machine gun fire is shot at Loki, but the bullets bounce off him like a boss. Loki jumps high from the platform and ATTACKS those firing at him. In the blink of an eye, Loki takes down several guards with his KNIVES and ENERGY BLASTS from the scepter. He stops and waits to see who will attack him next. Honestly, the whole lab has almost gone to shit. Barton tries to stand up. Loki quickly walks towards him. Barton raises his gun, but Loki grabs Barton's hand."
412,Avengers-The-(2012),LOKI,"You have heart. Loki points the head of his spear at Barton's head. Barton's eyes suddenly glow BLACK. The ability to control Barton's mind is now in Loki's hand. Barton puts his piece away and stands straight. As Loki is busy using his abilities to control the minds of several S.H.I.E.L.D. personnel, Fury takes the Tesseract, placing it back into its case and tries to leave the lab.Then..."
413,Avengers-The-(2012),LOKI,Please don't. I still need that.
414,Avengers-The-(2012),LOKI,"Of course it does. I've come too far for anything else. I am Loki of Asgard, and I am burdened with glorious purpose."
415,Avengers-The-(2012),NICK FURY,We have no quarrel with your people.
416,Avengers-The-(2012),LOKI,An ant has no quarrel with a boot.
417,Avengers-The-(2012),NICK FURY,You planning to step on us?
418,Avengers-The-(2012),LOKI,"I come with glad tidings, of a world made free."
419,Avengers-The-(2012),NICK FURY,Free from what?
420,Avengers-The-(2012),LOKI,"Freedom. Freedom is life's great lie. Once you accept that, in your heart... Like a gunslinger, Loki turns to face Selvig who's standingbehind him and places his spear against Selvig's heart. Selvig's eyes glow BLACK."
421,Avengers-The-(2012),LOKI,You will know peace.
422,Avengers-The-(2012),NICK FURY,"Yeah, you say peace, I kind of think you mean the other thing. From the vacuum chamber ceiling, Tesseract's energy cloud RAPIDLY builds into what may be an implosion."
423,Avengers-The-(2012),NICK FURY,Like The Pharaohs of Odin.
424,Avengers-The-(2012),LOKI,"Well, then... Loki, looking at Barton, who doesn't even hesitate, SHOOTS FURY WHO FALLS TO THE GROUND. Barton grabs the case containing the Tesseract and leaves the lab with Loki, Selvig and the other S.H.I.E.L.D personnel Loki is controlling."
425,Avengers-The-(2012),NICK FURY,"Hill, do you copy?! Loki and Barton SHARPLY look at Agent Hill."
426,Avengers-The-(2012),NICK FURY,Barton is...
427,Avengers-The-(2012),NICK FURY,He's got the Tesseract! Track it down! The energy is really brewing a fucking shit storm from the vacuum chamber ceiling.
428,Avengers-The-(2012),NICK FURY,The Tesseract is with the hostile force. I have men down. Hill?
429,Avengers-The-(2012),NICK FURY,Sound the general call. I want every living soul not working rescue looking for that brief case.
430,Avengers-The-(2012),NICK FURY,"Coulson, get back to base. This is a LEVEL SEVEN. As of right now, we are at war. A beat."
431,Avengers-The-(2012),NICK FURY,"You ever been in a war, Councilman? In a firefight? Did you feel an overabundance of control?"
432,Avengers-The-(2012),NICK FURY,Not Asgard. Loki.
433,Avengers-The-(2012),NICK FURY,"Our intelligence says, Thor is not a hostile. But he's worlds away, we can't depend on him to help. It's up to us."
434,Avengers-The-(2012),NICK FURY,"PHASE 2 isn't ready, our enemy is. We need a response team."
435,Avengers-The-(2012),NICK FURY,This isn't about The Avengers.
436,Avengers-The-(2012),NICK FURY,"I'm not leaving anything to anyone. We need a response team. These people maybe isolated, unbalanced even, but I believe with the right push they can be exactly what we need."
437,Avengers-The-(2012),NICK FURY,"No, it's won by soldiers."
438,Avengers-The-(2012),CAPTAIN AMERICA,There's not enough time! I gotta put her in the water!
439,Avengers-The-(2012),NICK FURY,Trouble sleeping?
440,Avengers-The-(2012),CAPTAIN AMERICA,"I slept for seventy years, sir. I think I've had my fill."
441,Avengers-The-(2012),NICK FURY,"Then you should be out, celebrating, seeing the world. Steve stops punching and walks over to the bench, unraveling the tape off his hands. He sits down."
442,Avengers-The-(2012),CAPTAIN AMERICA,"I went under, the world was at war, I wake up, they say we won. They didn't say what we lost."
443,Avengers-The-(2012),NICK FURY,We've made some mistakes along the way. Some very recently.
444,Avengers-The-(2012),CAPTAIN AMERICA,"You here with a mission, sir?"
445,Avengers-The-(2012),NICK FURY,I am.
446,Avengers-The-(2012),CAPTAIN AMERICA,Trying to get me back in the world?
447,Avengers-The-(2012),NICK FURY,"Trying to save it. Fury hands Steve a file on the Tesseract, along with other files on HYDRA'S projects."
448,Avengers-The-(2012),CAPTAIN AMERICA,Hydra's secret weapon.
449,Avengers-The-(2012),NICK FURY,"Howard Stark fished that out of the ocean when he was looking for you. He thought what we think, the Tesseract could be the key to unlimited sustainable energy. That's something the world sorely needs."
450,Avengers-The-(2012),CAPTAIN AMERICA,Who took it from you?
451,Avengers-The-(2012),NICK FURY,He's called Loki. He's not from around here. There's a lot we'll have to bring you up to speed on if you're in. The world has gotten even stranger than you already know.
452,Avengers-The-(2012),CAPTAIN AMERICA,"At this point, I doubt anything would surprise me."
453,Avengers-The-(2012),NICK FURY,Ten bucks says you're wrong. There's a debriefing package waiting for you back at your apartment. Steve turns and picks up a punching bag. Starts walking out of the gym.
454,Avengers-The-(2012),NICK FURY,Is there anything you can tell us about the Tesseract that we ought to know now?
455,Avengers-The-(2012),CAPTAIN AMERICA,You should have left it in the ocean.
456,Avengers-The-(2012),IRON MAN,You're good on this end. The rest is up to you.
457,Avengers-The-(2012),IRON MAN,Stark Tower is about to become a beacon of self-sustaining clean energy.
458,Avengers-The-(2012),IRON MAN,"I assume. Light her up. As IRON MAN flies to the STARK TOWER BUILDING, the power is switched on and the STARK sign LIGHTS UP."
459,Avengers-The-(2012),IRON MAN,"Like Christmas, but with more... me."
460,Avengers-The-(2012),IRON MAN,"Pepper, you're killing me. Remember? Enjoy the moment."
461,Avengers-The-(2012),IRON MAN,I'm not in. I'm actually out.
462,Avengers-The-(2012),IRON MAN,Close the line Jarvis. I got a date.
463,Avengers-The-(2012),IRON MAN,"Of course they are, I was directly involved. Which brings me to my next question: how does it feel to be a genius?"
464,Avengers-The-(2012),IRON MAN,What do you mean? All this came from you.
465,Avengers-The-(2012),IRON MAN,"Give yourself some credit, please. Stark Tower is your baby. Give yourself... twelve percent of the credit."
466,Avengers-The-(2012),IRON MAN,An argument can be made for fifteen.
467,Avengers-The-(2012),IRON MAN,"Well, I did do all the heavy lifting. Literally, I lifted the heavy things. And sorry, but the security snafu? That was on you."
468,Avengers-The-(2012),IRON MAN,My private elevator...
469,Avengers-The-(2012),IRON MAN,"...was teeming with sweaty workmen. I'm going to pay for that comment about percentages in some subtle way later, aren't I? Pepper pours herself and Tony a glass of champagne."
470,Avengers-The-(2012),IRON MAN,I'll tell you what. Next building's gonna say 'Potts' on the tower.
471,Avengers-The-(2012),IRON MAN,"...Call your mom, can you bunk over?"
472,Avengers-The-(2012),IRON MAN,"You have reached the life model decoy of Tony Stark, please leave a message."
473,Avengers-The-(2012),IRON MAN,Then leave it urgently. At that moment the elevator door opens and Coulson appears.
474,Avengers-The-(2012),IRON MAN,Security breach.
475,Avengers-The-(2012),IRON MAN,"Phil? Uh, his first name is Agent."
476,Avengers-The-(2012),IRON MAN,Which is why he can't stay.
477,Avengers-The-(2012),IRON MAN,I don't like being handed things.
478,Avengers-The-(2012),IRON MAN,Official consulting hours are between eight and five every other Thursday.
479,Avengers-The-(2012),IRON MAN,"The Avengers Initiative was scrapped, I thought. And I didn't even qualify."
480,Avengers-The-(2012),IRON MAN,"Yeah, apparently I'm volatile, self- obsessed, don't play well with others."
481,Avengers-The-(2012),IRON MAN,"Whatever. Miss Potts, got a minute? Pepper walks over to Tony who places the files into his own databases."
482,Avengers-The-(2012),IRON MAN,"You know, I thought we were having a moment."
483,Avengers-The-(2012),IRON MAN,How did you notice? Why is he Phil?
484,Avengers-The-(2012),IRON MAN,"This is, uh... Tony EXPANDS his arms and different profiles appear in holographic form floating in the air in front of Tony and Pepper."
485,Avengers-The-(2012),IRON MAN,"This. Screens appear of CAPTAIN AMERICA IN ACTION, the HULK ROARING AS"
486,Avengers-The-(2012),IRON MAN,Tomorrow.
487,Avengers-The-(2012),IRON MAN,"Well, what if I didn't?"
488,Avengers-The-(2012),IRON MAN,Yeah.
489,Avengers-The-(2012),IRON MAN,Square deal. It's the last date. Pepper kisses him.
490,Avengers-The-(2012),CAPTAIN AMERICA,"So, this Doctor Banner was trying to replicate the serum that was used on me?"
491,Avengers-The-(2012),CAPTAIN AMERICA,"Didn't really go his way, did it?"
492,Avengers-The-(2012),CAPTAIN AMERICA,"Well, I hope I'm the man for the job."
493,Avengers-The-(2012),CAPTAIN AMERICA,The uniform? Aren't the stars and stripes a little... old fashioned?
494,Avengers-The-(2012),LOKI,Let them go at themselves. I will lead them into glorious battle.
495,Avengers-The-(2012),LOKI,"Glorious, not lengthy. If your force is as formidable as you claim."
496,Avengers-The-(2012),LOKI,I was a king! The rightful king of Asgard! Betrayed!
497,Avengers-The-(2012),LOKI,"You don't have the Tesseract yet. THE OTHER runs over to attack him, but stops as Loki points his scepter."
498,Avengers-The-(2012),LOKI,"I don't threaten, but until I open the doors, until your force is mine to command, you are but words."
499,Avengers-The-(2012),CAPTAIN AMERICA,Ma'am?
500,Avengers-The-(2012),CAPTAIN AMERICA,Trading cards?
501,Avengers-The-(2012),CAPTAIN AMERICA,Dr. Banner. Steve walks up to Banner and shakes his hands.
502,Avengers-The-(2012),CAPTAIN AMERICA,Word is you can find the cube.
503,Avengers-The-(2012),CAPTAIN AMERICA,Only word I care about.
504,Avengers-The-(2012),CAPTAIN AMERICA,"Well, this is actually kind of familiar."
505,Avengers-The-(2012),CAPTAIN AMERICA,Is this is a submarine?
506,Avengers-The-(2012),NICK FURY,Good. Let's vanish.
507,Avengers-The-(2012),NICK FURY,"Gentlemen. Steve gives Fury 10 bucks, referring to his earlier statement about never being surprised again. Fury walks over Banner and extends his hand. Banner, reluctantly shakes it."
508,Avengers-The-(2012),NICK FURY,"Doctor, thank you for coming."
509,Avengers-The-(2012),NICK FURY,"Once we get our hands on the Tesseract, you're in the clear."
510,Avengers-The-(2012),NICK FURY,How many are there?
511,Avengers-The-(2012),NICK FURY,"Agent Romanoff, would you show Dr.Banner to his laboratory, please. Natasha nods and walks off, leading Banner down the hall."
512,Avengers-The-(2012),LOKI,"I know. What did it show you, Agent Barton?"
513,Avengers-The-(2012),LOKI,Tell me what you need.
514,Avengers-The-(2012),CAPTAIN AMERICA,"No, no. It's fine."
515,Avengers-The-(2012),NICK FURY,"Captain, you're up. Steve nods. Leaves."
516,Avengers-The-(2012),LOKI,"Kneel before me. The crowd ignores him. Another LOKI appears, blocking the crowd. Loki after Loki appears, they all grin as they raise their spears, encircling the crowd."
517,Avengers-The-(2012),LOKI,"I said. KNEEL!!! Everyone becomes quiet and kneels in front him. Loki embracing his arms out, smiling."
518,Avengers-The-(2012),LOKI,"Is not this simpler? Is this not your natural state? It's the unspoken truth of humanity, that you crave subjugation. The bright lure of freedom diminishes your life's joy in a mad scramble for power, for identity. You were made to be ruled. In the end, you will always kneel. As the words resonate to the kneeling crowd, an ELDER GERMAN MAN refuses to kneel and stands, heroic."
519,Avengers-The-(2012),LOKI,There are no men like me.
520,Avengers-The-(2012),LOKI,"Look to your elder, people. Let him be an example. Loki is about to execute him with his scepter as the light GLOWS blue. Just as the ENERGY BEAM shoots out, FUCKING CAPTAIN AMERICA arrives! He dives in just in time and BLOCKS the blast with his SHIELD, knocking down Loki on his ass."
521,Avengers-The-(2012),CAPTAIN AMERICA,"You know, the last time I was in Germany and saw a man standing above everybody else, we ended up disagreeing."
522,Avengers-The-(2012),CAPTAIN AMERICA,"I'm not the one who's out of time. From above Cap, the QUINJET arrives. A machine gun is pointed towards Loki."
523,Avengers-The-(2012),LOKI,Kneel.
524,Avengers-The-(2012),CAPTAIN AMERICA,Not today! Cap FLIPS and KNOCKS him out with his leg. Loki grabs him and FLIPS him over.
525,Avengers-The-(2012),IRON MAN,"Agent Romanoff, did you miss me? Both Cap and Loki look up at the sky. Tony flies over in his IRON MAN suit and blasts Loki right back to the ground. IRON MAN touches down. He stands up and pulls out every piece of weaponry the suit has."
526,Avengers-The-(2012),IRON MAN,"Make your move, Reindeer Games. Loki puts up his hands and surrenders. His armor materializes away."
527,Avengers-The-(2012),IRON MAN,Good move.
528,Avengers-The-(2012),CAPTAIN AMERICA,Mr. Stark.
529,Avengers-The-(2012),IRON MAN,Captain.
530,Avengers-The-(2012),NICK FURY,Said anything?
531,Avengers-The-(2012),NICK FURY,"Just get him here. We're low on time. With Loki tied up and cuffed to his seat, Tony and Steve watch from a distance, whispering."
532,Avengers-The-(2012),CAPTAIN AMERICA,I don't like it.
533,Avengers-The-(2012),IRON MAN,What? Rock of Ages giving up so easily?
534,Avengers-The-(2012),CAPTAIN AMERICA,I don't remember it being ever that easy. This guy packs a wallop.
535,Avengers-The-(2012),IRON MAN,"Still, you are pretty spry, for an older fellow. What's your thing? Pilates?"
536,Avengers-The-(2012),CAPTAIN AMERICA,What?
537,Avengers-The-(2012),IRON MAN,"It's like calisthenics. You might have missed a couple things, you know, doing time as a Capsicle. Steve looks at Tony, finally meeting his ego match."
538,Avengers-The-(2012),CAPTAIN AMERICA,Fury didn't tell me he was calling you in.
539,Avengers-The-(2012),IRON MAN,"Yeah, there's a lot of things Fury doesn't tell you. THUNDER and LIGHTNING nearly hit the jet, making it shake violently."
540,Avengers-The-(2012),CAPTAIN AMERICA,What's the matter? Scared of a little lightning?
541,Avengers-The-(2012),LOKI,I'm not overly fond of what follows. What the fuck? OUTSIDE THE JET A BLINDING LIGHT hits the jet. Not a light. A King. THE MIGHTY THOR. Thor OPENS the ramp and grabs Loki by the throat and flies out. Steve and Tony are left dumbstruck. Tony puts the IRON MAN helmet on.
